V1,V2,V3
Propionic Acidemia,Alpha-ketoisovaleric acid; (S)-3-Hydroxyisobutyric acid; Biotin; Acetoacetic acid; L-Glutamic acid; L-Isoleucine; Methylmalonic acid; Oxoglutaric acid; Succinic acid; 3-Methyl-2-oxovaleric acid; Adenosine triphosphate; Hydrogen carbonate; L-Leucine; Ketoleucine; L-Valine; NAD; Lipoamide; Dihydrolipoamide; Methacrylyl-CoA; Succinyl-CoA; 2-Methylbutyryl-CoA; (S)-3-Hydroxyisobutyryl-CoA; 3-Methylglutaconyl-CoA; Isovaleryl-CoA; 2-Methylacetoacetyl-CoA; Acetyl-CoA; Isobutyryl-CoA; FAD; Propionyl-CoA; ADP; 2-Methyl-3-hydroxybutyryl-CoA; Thiamine pyrophosphate; 3-Hydroxy-3-methylglutaryl-CoA; Oxygen; Coenzyme A; Phosphate; Acetoacetyl-CoA; NADH; Pyridoxal 5'-phosphate; 3-Methylcrotonyl-CoA; Pyridoxal; Carbon dioxide; Tiglyl-CoA; Adenosylcobalamin; Water; (S)-b-aminoisobutyric acid; Molybdopterin; (S)-Methylmalonic acid semialdehyde; R-Methylmalonyl-CoA; S-Methylmalonyl-CoA; Hydrogen peroxide; 3-Methyl-1-hydroxybutyl-ThPP; 2-Methyl-1-hydroxypropyl-ThPP; S-(3-Methylbutanoyl)-dihydrolipoamide-E; S-(2-Methylpropionyl)-dihydrolipoamide-E; S-(2-Methylbutanoyl)-dihydrolipoamide; 3-Hydroxyisovaleryl-CoA; Lipoyl-GMP; Hydrogen Ion,http://www.smpdb.ca/view/SMP00236
Propoxyphene Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Propoxyphene,http://www.smpdb.ca/view/SMP00672
Propranolol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Propranolol; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z))",http://www.smpdb.ca/view/SMP00307
Purine Nucleoside Phosphorylase Deficiency,"Adenine; Adenosine monophosphate; Adenosine; Ammonia; Cyclic AMP; Deoxyinosine; Deoxyguanosine; Deoxyadenosine; Glycine; Guanine; Guanosine; Fumaric acid; L-Glutamic acid; Hypoxanthine; Inosinic acid; Inosine triphosphate; L-Aspartic acid; Inosine; NADP; NADPH; Pyrophosphate; Phosphoribosyl pyrophosphate; Uric acid; Xanthine; Xanthosine; Calcium; Adenylsuccinic acid; Adenosine triphosphate; Magnesium; Potassium; L-Glutamine; SAICAR; NAD; Deoxyadenosine monophosphate; dGDP; 10-Formyltetrahydrofolate; Phosphoribosylformylglycineamidine; 2'-Deoxyguanosine 5'-monophosphate; 5-Phosphoribosylamine; Adenosine diphosphate ribose; Guanosine diphosphate; 5-Aminoimidazole ribonucleotide; FAD; Guanosine triphosphate; Zinc (II) ion; 5'-Phosphoribosyl-N-formylglycinamide; Diguanosine tetraphosphate; ADP; Deoxyribose 1-phosphate; Oxygen; Guanosine monophosphate; Phosphate; Phosphoribosyl formamidocarboxamide; dGTP; NADH; Ribose 1-phosphate; dADP; AICAR; Deoxyadenosine triphosphate; D-Ribose 5-phosphate; Xanthylic acid; Tetrahydrofolic acid; Carbon dioxide; Glycineamideribotide; Water; Phosphoric acid; Hydrogen peroxide; Heme; 5-Aminoimidazole-4-carboxamide; IDP; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate; Guanosine 2',3'-cyclic phosphate ; Fe3+",http://www.smpdb.ca/view/SMP00210
Pyridoxine dependency with seizures,"L-Glutamic acid; L-Lysine; Oxoglutaric acid; NADP; NADPH; Oxoadipic acid; Saccharopine; Aminoadipic acid; L-Pipecolic acid; NAD; Lipoamide; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Allysine; Glutaryl-CoA; Thiamine pyrophosphate; Oxygen; Coenzyme A; Acetoacetyl-CoA; NADH; Pyridoxal 5'-phosphate; Carbon dioxide; Crotonoyl-CoA; Water; Hydrogen peroxide; D-Lysine; (S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate",http://www.smpdb.ca/view/SMP00571
Pyrrobutamine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Histamium; Pyrrobutamine",http://www.smpdb.ca/view/SMP62887
Pyruvate Carboxylase Deficiency,Biotin; Adenosine monophosphate; Glyoxylic acid; Glycine; L-Glutamic acid; L-Alanine; Oxoglutaric acid; Oxalacetic acid; Pyruvic acid; Pyrophosphate; Adenosine triphosphate; Hydrogen carbonate; Zinc (II) ion; Manganese; ADP; Phosphate; Pyridoxal 5'-phosphate,http://www.smpdb.ca/view/SMP00350
Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),Biotin; Acetic acid; Adenosine monophosphate; Glutathione; L-Malic acid; L-Lactic acid; NADP; NADPH; Oxalacetic acid; Pyruvic acid; Pyrophosphate; Phosphoenolpyruvic acid; Adenosine triphosphate; Magnesium; Potassium; Hydrogen carbonate; NAD; Lipoamide; Dihydrolipoamide; Acetaldehyde; S-Lactoylglutathione; Pyruvaldehyde; Malonyl-CoA; Guanosine diphosphate; Acetyl-CoA; FAD; Guanosine triphosphate; Zinc (II) ion; D-Lactic acid; Manganese; ADP; Hydrogen; Thiamine pyrophosphate; Coenzyme A; Phosphate; Acetoacetyl-CoA; NADH; Acetylphosphate; Propylene glycol; Carbon dioxide; Water; Phosphoric acid; D-Lactaldehyde; S-Acetyldihydrolipoamide-E; Acetyl adenylate; Hydrogen Ion,http://www.smpdb.ca/view/SMP00334
Pyruvate Dehydrogenase Complex Deficiency,Biotin; Acetic acid; Adenosine monophosphate; Glutathione; L-Malic acid; L-Lactic acid; NADP; NADPH; Oxalacetic acid; Pyruvic acid; Pyrophosphate; Phosphoenolpyruvic acid; Adenosine triphosphate; Magnesium; Potassium; Hydrogen carbonate; NAD; Lipoamide; Dihydrolipoamide; Acetaldehyde; S-Lactoylglutathione; Pyruvaldehyde; Malonyl-CoA; Guanosine diphosphate; Acetyl-CoA; FAD; Guanosine triphosphate; Zinc (II) ion; D-Lactic acid; Manganese; ADP; Hydrogen; Thiamine pyrophosphate; Coenzyme A; Phosphate; Acetoacetyl-CoA; NADH; Acetylphosphate; Propylene glycol; Carbon dioxide; Water; Phosphoric acid; D-Lactaldehyde; S-Acetyldihydrolipoamide-E; Acetyl adenylate; Hydrogen Ion,http://www.smpdb.ca/view/SMP00212
Pyruvate dehydrogenase deficiency (E2),Biotin; cis-Aconitic acid; Citric acid; Fumaric acid; L-Malic acid; Isocitric acid; Oxoglutaric acid; Oxalacetic acid; Pyruvic acid; Succinic acid; Adenosine triphosphate; Magnesium; Hydrogen carbonate; NAD; Lipoamide; Succinyl-CoA; Coenzyme Q10; FADH; Guanosine diphosphate; Acetyl-CoA; FAD; Guanosine triphosphate; Manganese; ADP; Thiamine pyrophosphate; Coenzyme A; Phosphate; NADH; Carbon dioxide; Water; Hydrogen Ion; QH(2),http://www.smpdb.ca/view/SMP00551
Pyruvate dehydrogenase deficiency (E3),Biotin; cis-Aconitic acid; Citric acid; Fumaric acid; L-Malic acid; Isocitric acid; Oxoglutaric acid; Oxalacetic acid; Pyruvic acid; Succinic acid; Adenosine triphosphate; Magnesium; Hydrogen carbonate; NAD; Lipoamide; Succinyl-CoA; Coenzyme Q10; FADH; Guanosine diphosphate; Acetyl-CoA; FAD; Guanosine triphosphate; Manganese; ADP; Thiamine pyrophosphate; Coenzyme A; Phosphate; NADH; Carbon dioxide; Water; Hydrogen Ion; QH(2),http://www.smpdb.ca/view/SMP00550
Pyruvate kinase deficiency,Biotin; Acetic acid; Adenosine monophosphate; Glutathione; L-Malic acid; L-Lactic acid; NADP; NADPH; Oxalacetic acid; Pyruvic acid; Pyrophosphate; Phosphoenolpyruvic acid; Adenosine triphosphate; Magnesium; Potassium; Hydrogen carbonate; NAD; Lipoamide; Dihydrolipoamide; Acetaldehyde; S-Lactoylglutathione; Pyruvaldehyde; Malonyl-CoA; Guanosine diphosphate; Acetyl-CoA; FAD; Guanosine triphosphate; Zinc (II) ion; D-Lactic acid; Manganese; ADP; Hydrogen; Thiamine pyrophosphate; Coenzyme A; Phosphate; Acetoacetyl-CoA; NADH; Acetylphosphate; Propylene glycol; Carbon dioxide; Water; Phosphoric acid; D-Lactaldehyde; S-Acetyldihydrolipoamide-E; Acetyl adenylate; Hydrogen Ion,http://www.smpdb.ca/view/SMP00559
Quetiapine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Quetiapine; Histamium",http://www.smpdb.ca/view/SMP62884
Quifenadine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Histamium; Quifenadine",http://www.smpdb.ca/view/SMP60743
Quinapril Action Pathway,Aldosterone; Chloride ion; Angiotensin II; Zinc (II) ion; Vasopressin; Quinapril; Quinaprilat; Angiotensin I,http://www.smpdb.ca/view/SMP00153
Quinapril Metabolism Pathway,Chloride ion; Zinc (II) ion; Quinapril; Quinaprilat,http://www.smpdb.ca/view/SMP00596
Quinethazone Action Pathway,Aldosterone; Urea; Chloride ion; L-Cysteine; Potassium; Sodium; Hydrogen carbonate; Water; Quinethazone,http://www.smpdb.ca/view/SMP00091
Quinidine Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Quinidine",http://www.smpdb.ca/view/SMP00323
Rabeprazole Action Pathway,Chloride ion; Adenosine triphosphate; Potassium; Hydrogen carbonate; Histamine; Acetylcholine; Zinc (II) ion; ADP; Hydrogen; Phosphate; Carbon dioxide; Water; Rabeprazole; Hydrogen Ion; Histamium,http://www.smpdb.ca/view/SMP00229
Rabeprazole Metabolism Pathway,Hydrogen; Rabeprazole,http://www.smpdb.ca/view/SMP00616
Ramipril Action Pathway,Aldosterone; Chloride ion; Angiotensin II; Zinc (II) ion; Vasopressin; Ramipril; Ramiprilat; Angiotensin I,http://www.smpdb.ca/view/SMP00154
Ramipril Metabolism Pathway,Chloride ion; Zinc (II) ion; Ramipril; Ramiprilat,http://www.smpdb.ca/view/SMP00597
Ranitidine Action Pathway,Chloride ion; Adenosine triphosphate; Potassium; Hydrogen carbonate; Histamine; Acetylcholine; Zinc (II) ion; ADP; Phosphate; Ranitidine; Carbon dioxide; Water; Hydrogen Ion; Histamium,http://www.smpdb.ca/view/SMP00230
Refsum Disease,Ascorbic acid; Oxoglutaric acid; Pyrophosphate; Succinic acid; Adenosine triphosphate; Magnesium; Pristanic acid; Phytanic acid; NAD; Acetyl-CoA; Isobutyryl-CoA; Propionyl-CoA; 2-Hydroxyphytanoyl-CoA; ADP; Phytanoyl-CoA; Thiamine pyrophosphate; Oxygen; Coenzyme A; NADH; Pristanal; Carbon dioxide; Water; Formyl-CoA; Iron,http://www.smpdb.ca/view/SMP00451
Remifentanil Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Remifentanil,http://www.smpdb.ca/view/SMP00416
Repaglinide Action Pathway,D-Glucose; Calcium; Adenosine triphosphate; Potassium; Repaglinide,http://www.smpdb.ca/view/SMP00454
Rescinnamine Action Pathway,Aldosterone; Chloride ion; Angiotensin II; Zinc (II) ion; Vasopressin; Rescinnamine; Angiotensin I,http://www.smpdb.ca/view/SMP00155
Reteplase Action Pathway,"Cortexolone; Calcium; Vitamin K1 2,3-epoxide; Reduced Vitamin K (phylloquinone); Phytonadione",http://www.smpdb.ca/view/SMP00285
Ribose-5-phosphate isomerase deficiency,"Adenosine monophosphate; Fructose 6-phosphate; Gluconolactone; NADP; NADPH; Phosphoribosyl pyrophosphate; D-Ribose; Adenosine triphosphate; Magnesium; D-Ribulose 5-phosphate; Fe2+; Xylulose 5-phosphate; Acetaldehyde; Deoxyribose 5-phosphate; Fructose 1,6-bisphosphate; D-Sedoheptulose 7-phosphate; D-Glyceraldehyde 3-phosphate; 6-Phosphogluconic acid; D-Erythrose 4-phosphate; ADP; Deoxyribose 1-phosphate; Glucose 6-phosphate; Phosphate; Dihydroxyacetone phosphate; Ribose 1-phosphate; D-Ribose 5-phosphate; Carbon dioxide; Water; Beta-D-Glucose 6-phosphate",http://www.smpdb.ca/view/SMP00519
Rilpivirine Action Pathway,Adenosine monophosphate; Pyrophosphate; Adenosine triphosphate; Rilpivirine,http://www.smpdb.ca/view/SMP00744
Risedronate Action Pathway,"7-Dehydrocholesterol; Cholesterol; Formic acid; NADP; Palmitic acid; NADPH; Mevalonic acid; Pyrophosphate; Squalene; Adenosine triphosphate; Magnesium; Vitamin D3; Farnesyl pyrophosphate; 4,4-Dimethylcholesta-8,14,24-trienol; (S)-5-Diphosphomevalonic acid; Dimethylallylpyrophosphate; Lathosterol; (S)-2,3-Epoxysqualene; Acetyl-CoA; 4a-Methylzymosterol; FAD; Lanosterin; Geranyl-PP; 4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol; ADP; Mevalonic acid-5P; Isopentenyl pyrophosphate; 3-Hydroxy-3-methylglutaryl-CoA; Oxygen; Coenzyme A; Phosphate; Acetoacetyl-CoA; Carbon dioxide; 8-Dehydrocholesterol; Water; Desmosterol; Heme; 7-Dehydrodesmosterol; Zymosterol intermediate 2; 3-Keto-4-methylzymosterol; 24,25-Dihydrolanosterol; 4,4-Dimethyl-5a-cholesta-8-en-3b-ol; 5a-Cholest-8-en-3b-ol; 5a-Cholesta-7,24-dien-3b-ol; 4a-Methylzymosterol-4-carboxylic acid; CE(18:0); Risedronate; Iron",http://www.smpdb.ca/view/SMP00112
Rofecoxib Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00087
Rolitetracycline Action Pathway,Adenosine monophosphate; Cytidine triphosphate; Cytidine monophosphate; L-Alanine; L-Proline; L-Threonine; L-Asparagine; L-Isoleucine; L-Histidine; Pyrophosphate; Uridine triphosphate; Uridine 5'-monophosphate; Adenosine triphosphate; L-Leucine; L-Methionine; L-Valine; Guanosine triphosphate; Guanosine monophosphate; D-Serine; Rolitetracycline,http://www.smpdb.ca/view/SMP00726
Ropivacaine Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Ropivacaine,http://www.smpdb.ca/view/SMP00404
Rosiglitazone Metabolism Pathway,NADP; NADPH; NAD; Oxygen; Formaldehyde; NADH; Water; Heme; Rosiglitazone; Phenoxyacetic acid; Hydrogen Ion; N-Desmethyl-O-hydroxy rosiglitazone; N-Desmethyl-o-O-sulfate rosiglitazone; N-Desmethyl-p-hydroxyrosiglitazone; N-Desmethyl-p-O-sulfate rosiglitazone; N-Despyridinyl rosiglitazone; o-O-glucuronide rosiglitazone; o-O-sulfate rosiglitazone; p-O-glucuronide rosiglitazone; N-desmethylrosiglitazone; para-hydroxyrosiglitazone; ortho-hydroxyrosiglitazone,http://www.smpdb.ca/view/SMP00653
Rosuvastatin Action Pathway,"7-Dehydrocholesterol; Cholesterol; Formic acid; NADP; Palmitic acid; NADPH; Mevalonic acid; Pyrophosphate; Squalene; Adenosine triphosphate; Magnesium; Vitamin D3; Farnesyl pyrophosphate; 4,4-Dimethylcholesta-8,14,24-trienol; (S)-5-Diphosphomevalonic acid; Dimethylallylpyrophosphate; Lathosterol; (S)-2,3-Epoxysqualene; Acetyl-CoA; 4a-Methylzymosterol; FAD; Lanosterin; Geranyl-PP; 4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol; ADP; Mevalonic acid-5P; Isopentenyl pyrophosphate; 3-Hydroxy-3-methylglutaryl-CoA; Oxygen; Coenzyme A; Phosphate; Acetoacetyl-CoA; Carbon dioxide; 8-Dehydrocholesterol; Water; Desmosterol; Heme; 7-Dehydrodesmosterol; Zymosterol intermediate 2; 3-Keto-4-methylzymosterol; 24,25-Dihydrolanosterol; 4,4-Dimethyl-5a-cholesta-8-en-3b-ol; 5a-Cholest-8-en-3b-ol; 5a-Cholesta-7,24-dien-3b-ol; 4a-Methylzymosterol-4-carboxylic acid; CE(18:0); Rosuvastatin; Iron",http://www.smpdb.ca/view/SMP00092
Roxatidine acetate Action Pathway,Chloride ion; Adenosine triphosphate; Potassium; Hydrogen carbonate; Histamine; Acetylcholine; Zinc (II) ion; ADP; Phosphate; Carbon dioxide; Water; Roxatidine acetate; Hydrogen Ion; Histamium,http://www.smpdb.ca/view/SMP00734
Roxithromycin Action Pathway,Adenosine monophosphate; Cytidine triphosphate; Cytidine monophosphate; L-Alanine; L-Proline; L-Threonine; L-Asparagine; L-Isoleucine; L-Histidine; Pyrophosphate; Uridine triphosphate; Uridine 5'-monophosphate; Adenosine triphosphate; L-Leucine; L-Methionine; L-Valine; Guanosine triphosphate; Guanosine monophosphate; D-Serine; Roxithromycin,http://www.smpdb.ca/view/SMP00251
Rupatadine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Histamium; Rupatadine",http://www.smpdb.ca/view/SMP60235
S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,"2-Ketobutyric acid; Betaine; Adenosine monophosphate; Adenosine; Ammonia; Dimethylglycine; Choline; L-Cystathionine; Glycine; L-Serine; Pyrophosphate; Sarcosine; Adenosine triphosphate; Magnesium; L-Cysteine; Potassium; L-Methionine; L-Homoserine; Homocysteine; NAD; S-Adenosylhomocysteine; 5-Methylthioribose 1-phosphate; 10-Formyltetrahydrofolate; S-Adenosylmethioninamine; 5'-Methylthioadenosine; S-Adenosylmethionine; FAD; Spermidine; Zinc (II) ion; Oxygen; 5-Methyltetrahydrofolic acid; Putrescine; Phosphate; NADH; Pyridoxal 5'-phosphate; 5,10-Methylene-THF; 2-Oxo-4-methylthiobutanoic acid; Tetrahydrofolic acid; Carbon dioxide; Methionine sulfoxide; Water; Hydrogen peroxide; Zinc",http://www.smpdb.ca/view/SMP00214
Saccharopinuria/Hyperlysinemia II,"L-Glutamic acid; L-Lysine; Oxoglutaric acid; NADP; NADPH; Oxoadipic acid; Saccharopine; Aminoadipic acid; L-Pipecolic acid; NAD; Lipoamide; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Allysine; Glutaryl-CoA; Thiamine pyrophosphate; Oxygen; Coenzyme A; Acetoacetyl-CoA; NADH; Pyridoxal 5'-phosphate; Carbon dioxide; Crotonoyl-CoA; Water; Hydrogen peroxide; D-Lysine; (S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate",http://www.smpdb.ca/view/SMP00239
Salicylate-sodium Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Salicylate-sodium; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00708
Salicylic Acid Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Salicylic acid; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00709
Salla Disease/Infantile Sialic Acid Storage Disease,Acetic acid; Ammonia; Cytidine triphosphate; Fructose 6-phosphate; L-Glutamic acid; N-Acetyl-D-glucosamine; N-Acetylneuraminic acid; Pyruvic acid; Pyrophosphate; Phosphoenolpyruvic acid; Uridine triphosphate; Uridine diphosphate-N-acetylglucosamine; Uridine 5'-diphosphate; Adenosine triphosphate; Magnesium; L-Glutamine; D-Fructose; N-Acetyl-D-Glucosamine 6-Phosphate; N-Acetyl-D-mannosamine 6-phosphate; N-Acetylmannosamine; Cytidine monophosphate N-acetylneuraminic acid; Acetyl-CoA; Glucosamine 6-phosphate; ADP; N-Acetyl-glucosamine 1-phosphate; Coenzyme A; Phosphate; Glucosamine; Water; Chitin; Chitobiose; N-Acetylneuraminate 9-phosphate,http://www.smpdb.ca/view/SMP00240
Salsalate Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Salsalate; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00707
Sarcosinemia,"2-Ketobutyric acid; Betaine; Adenosine monophosphate; Ammonia; Creatine; Dimethylglycine; L-Cystathionine; Glyoxylic acid; Glycine; Guanidoacetic acid; Glyceric acid; L-Glutamic acid; L-Alanine; L-Serine; Oxoglutaric acid; Orotidylic acid; Pyruvic acid; Pyrophosphate; Sarcosine; Phosphoserine; L-Arginine; Adenosine triphosphate; Magnesium; L-Cysteine; L-Methionine; Homocysteine; 3-Phosphoglyceric acid; NAD; S-Adenosylhomocysteine; Succinyl-CoA; Phosphohydroxypyruvic acid; 5-Aminolevulinic acid; Pyruvaldehyde; S-Adenosylmethionine; Acetyl-CoA; FAD; Zinc (II) ion; ADP; Hydroxypyruvic acid; Oxygen; Coenzyme A; Formaldehyde; Phosphate; (R)-lipoic acid; NADH; Pyridoxal 5'-phosphate; 5,10-Methylene-THF; Tetrahydrofolic acid; Carbon dioxide; Water; Aminoacetone; Hydrogen peroxide; D-Serine; L-2-Amino-3-oxobutanoic acid; Dihydrolipoate; 8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanoic acid; (S)-lipoic acid",http://www.smpdb.ca/view/SMP00244
Segawa syndrome,"Tetrahydrobiopterin; Dihydrobiopterin; Formic acid; NADP; NADPH; Sepiapterin; Neopterin; NAD; Dihydroneopterin triphosphate; Dyspropterin; Guanosine triphosphate; NADH; 6-Lactoyltetrahydropterin; Water; 7,8-Dihydroneopterin; 2,5-Diaminopyrimidine nucleoside triphosphate ; Formamidopyrimidine nucleoside triphosphate; 2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine; PPPi; 1-hydroxy-2-Oxopropyl tetrahydropterin; Zinc",http://www.smpdb.ca/view/SMP00490
