OMIM,label
613396,"DOWN SYNDROME CRITICAL REGION GENE 8"
613397,"ADVILLIN"
613390,"FANCONI ANEMIA, COMPLEMENTATION GROUP O"
613391,"DEAFNESS, AUTOSOMAL RECESSIVE 84A"
613392,"DEAFNESS, AUTOSOMAL RECESSIVE 85"
613393,"BIRBECK GRANULE DEFICIENCY"
602367,"PENTRAXIN I, NEURONAL"
602366,"INTEGRIN-LINKED KINASE"
602365,"CATHEPSIN C"
602364,"CATHEPSIN W"
602363,"ELLIS-VAN CREVELD SYNDROME"
602362,"GTPase-ACTIVATING PROTEIN, RAN, 1"
602361,"GRACILE BONE DYSPLASIA"
602360,"L-ARGININE:GLYCINE AMIDINOTRANSFERASE"
602369,"CYSTEINE-RICH, ANGIOGENIC INDUCER, 61"
602368,"GLUTAMATE RECEPTOR, IONOTROPIC, DELTA 2"
308280,"IMPACTED TEETH, MULTIPLE"
107290,"ANTIPYRINE METABOLISM"
602091,"LATENT TRANSFORMING GROWTH FACTOR-BETA-BINDING PROTEIN 2"
602090,"LATENT TRANSFORMING GROWTH FACTOR-BETA-BINDING PROTEIN 3"
602093,"CONE DYSTROPHY 3"
602092,"DEAFNESS, AUTOSOMAL RECESSIVE 18A"
602095,"SOLUTE CARRIER FAMILY 30 (ZINC TRANSPORTER), MEMBER 4"
602094,"LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2"
602097,"USHER SYNDROME, TYPE IE"
231050,"GELEOPHYSIC DYSPLASIA 1"
247650,"LYMPHOKINE DEFICIENCY"
602098,"POLO-LIKE KINASE 1"
131320,"GATA-BINDING PROTEIN 3"
140600,"OSTEOARTHRITIS SUSCEPTIBILITY 2"
615525,"COATOMER PROTEIN COMPLEX, SUBUNIT GAMMA-1"
615524,"MICROPHTHALMIA, SYNDROMIC 12"
615527,"CANDIDIASIS, FAMILIAL, 8"
615526,"COATOMER PROTEIN COMPLEX, SUBUNIT ZETA-2"
615521,"SH3 AND CYSTEINE-RICH DOMAINS 3"
615520,"MICRO RNA 297"
615523,"CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 8"
615522,"COLE DISEASE"
615529,"CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO"
615528,"PARKINSON DISEASE 19A, JUVENILE-ONSET"
125650,"24-DEHYDROCHOLESTEROL REDUCTASE"
617679,"KELCH-LIKE 20"
617678,"PROSTATE CANCER-ASSOCIATED TRANSCRIPT 2, NONCODING"
617677,"ZO2-ASSOCIATED SPECKLE PROTEIN"
617676,"PROTEASOME 26S SUBUNIT, NON-ATPase, 3"
617675,"MYOPATHY, MITOCHONDRIAL, AND ATAXIA"
617674,"STRESS-ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN 1"
617673,"SPERMATOGENESIS-ASSOCIATED PROTEIN 22"
617672,"NEURODEGENERATION, CHILDHOOD-ONSET, WITH BRAIN ATROPHY"
617671,"HELIX SYNDROME"
617670,"MEIOSIS-SPECIFIC PROTEIN WITH OB DOMAINS"
184705,"STEINFELD SYNDROME"
184700,"POLYCYSTIC OVARY SYNDROME 1"
603944,"SYNTAXIN 6"
603945,"EUKARYOTIC TRANSLATION INITIATION FACTOR 2B, SUBUNIT 5"
603946,"HELICASE, LYMPHOID-SPECIFIC"
603947,"METASTASIS-ASSOCIATED PROTEIN 2"
603940,"POTASSIUM CHANNEL, SUBFAMILY K, MEMBER 7"
603941,"SOLUTE CARRIER FAMILY 19 (THIAMINE TRANSPORTER), MEMBER 2"
603942,"GLYCOGENIN 1"
603943,"CYSTEINE DIOXYGENASE"
270700,"SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE"
603948,"NUCLEOPORIN, 153-KD"
603949,"RAB7-LIKE 1"
135950,"FINGER LOCKING, RECURRENT, WITH INTRAUTERINE GROWTH RETARDATION AND PROPORTIONATE SHORT STATURE"
170900,"PERNICIOUS ANEMIA"
122000,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1"
611538,"OLFACTORY RECEPTOR, FAMILY 7, SUBFAMILY D, MEMBER 4"
611539,"FORKHEAD BOX D3"
611532,"NUCLEOLAR PROTEIN 6"
611533,"NUCLEOLAR PROTEIN 7"
611530,"NEUROLYSIN"
611531,"ESSENTIAL FOR MITOTIC GROWTH 1, S. CEREVISIAE, HOMOLOG OF"
611536,"MAJOR AFFECTIVE DISORDER 6"
611537,"CATENIN, BETA-LIKE, 1"
611534,"NUCLEOLAR PROTEIN 8"
611535,"MAJOR AFFECTIVE DISORDER 5"
611734,"WD REPEAT-CONTAINING PROTEIN 77"
611735,"CUB DOMAIN-CONTAINING PROTEIN 1"
611736,"GREB1 PROTEIN"
300861,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHUDLEY-SCHWARTZ TYPE"
300860,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE"
300863,"CHONDRODYSPLASIA WITH PLATYSPONDYLY, DISTINCTIVE BRACHYDACTYLY, HYDROCEPHALY, AND MICROPHTHALMIA"
611737,"SEPTIN 10"
300865,"MICRO RNA 503"
300864,"CEREBRAL-CEREBELLAR-COLOBOMA SYNDROME, X-LINKED"
300867,"KABUKI SYNDROME 2"
300866,"MICRO RNA 510"
300869,"CHROMOSOME Xq27.3-q28 DUPLICATION SYNDROME"
611730,"ERYTHROCYTE MEMBRANE PROTEIN BAND 4.1-LIKE 5"
611731,"APC GENE"
611732,"MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 1"
186550,"LIEBENBERG SYNDROME"
611733,"DAUWERSE-PETERS SYNDROME"
218500,"JACKSON-WEISS SYNDROME"
146600,"ICHTHYOSIS HYSTRIX GRAVIOR"
129400,"RAPP-HODGKIN SYNDROME"
314570,"WIDOW'S PEAK SYNDROME"
613129,"CONSERVED TELOMERE MAINTENANCE COMPONENT 1"
613128,"STN1, CST COMPLEX SUBUNIT"
159980,"MYOGENIN"
174100,"VATER/VACTERL ASSOCIATION"
616335,"MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3"
616334,"TRANSMEMBRANE PROTEIN 100"
616337,"SUPPRESSOR OF CYTOKINE SIGNALING 4"
210400,"BIFID NOSE, AUTOSOMAL RECESSIVE"
616336,"ALDO-KETO REDUCTASE FAMILY 1, MEMBER B15"
616331,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2"
139270,"GUANYLATE KINASE 1"
616330,"MYASTHENIC SYNDROME, CONGENITAL, 18"
616333,"WNT SIGNALING PATHWAY ACTIVATING NONCODING RNA"
616332,"ACIDIC RESIDUE METHYLTRANSFERASE 1"
602431,"ROUNDABOUT, DROSOPHILA, HOMOLOG OF, 2"
602430,"ROUNDABOUT, DROSOPHILA, HOMOLOG OF, 1"
126650,"SOLUTE CARRIER FAMILY 26, MEMBER 3"
600321,"DIABETES MELLITUS, INSULIN-DEPENDENT, 7"
310500,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1A"
612180,"RNA, 7SL, CYTOPLASMIC 3"
154850,"MASTICATORY MUSCLES, HYPERTROPHY OF"
602438,"HEAT-SHOCK TRANSCRIPTION FACTOR 4"
600320,"DIABETES MELLITUS, INSULIN-DEPENDENT, 5"
214290,"CERVICAL VERTEBRAE, AGENESIS OF"
192132,"ATPase, H+ TRANSPORTING, LYSOSOMAL, 56/58-KD, V1 SUBUNIT B, ISOFORM 1"
154580,"MANNOSIDASE, ALPHA, CLASS 2C, MEMBER 1"
192130,"ATPase, H+ TRANSPORTING, LYSOSOMAL, V0 SUBUNIT A1"
154582,"MANNOSIDASE, ALPHA, CLASS 2A, MEMBER 1"
174810,"FAMILIAL EXPANSILE OSTEOLYSIS"
257270,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B"
614798,"PELLINO, DROSOPHILA, HOMOLOG OF, 2"
609700,"RAB GUANINE NUCLEOTIDE EXCHANGE FACTOR 1"
614794,"1-ACYLGLYCEROL-3-PHOSPHATE O-ACYLTRANSFERASE 3"
250800,"METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE"
257850,"OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE"
260300,"PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE EARLY-ONSET"
176847,"PROTEASOME SUBUNIT, BETA-TYPE, 10"
118990,"SPERM-SPECIFIC ANTIGEN 2"
173910,"POLYCYSTIN 2"
223600,"DWARFISM, LEVI TYPE"
223800,"DYGGVE-MELCHIOR-CLAUSEN DISEASE"
243180,"VISCERAL NEUROPATHY, FAMILIAL, AUTOSOMAL RECESSIVE"
243185,"INTESTINAL PSEUDOOBSTRUCTION WITH PATENT DUCTUS ARTERIOSUS AND NATAL TEETH"
307810,"PHOSPHATE-REGULATING ENDOPEPTIDASE HOMOLOG, X-LINKED"
187700,"THIOREDOXIN"
600141,"HEAT-SHOCK 10-KD PROTEIN"
600140,"CREB-BINDING PROTEIN"
600143,"CEROID LIPOFUSCINOSIS, NEURONAL, 8"
600142,"CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY"
600145,"SACRAL DEFECT WITH ANTERIOR MENINGOCELE"
600144,"INOSITOL 1,4,5-TRIPHOSPHATE RECEPTOR, TYPE 2"
600147,"MESENCHYME HOMEOBOX 1"
600146,"SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE"
600149,"GLYCEROL KINASE 3 PSEUDOGENE"
600148,"GLYCEROL KINASE 2"
608798,"GASDERMIN E"
608799,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie"
608794,"PHOSPHATIDYLINOSITOL TRANSFER PROTEIN, MEMBRANE-ASSOCIATED, 1"
608795,"PHOSPHOLIPASE C, DELTA-3"
608796,"MOYAMOYA DISEASE 3"
608797,"MEI1, MOUSE, HOMOLOG OF"
608790,"TRANSCRIPTIONAL ADAPTOR 2B"
608791,"NUCLEOREDOXIN-LIKE PROTEIN 1"
608792,"GIPC PDZ DOMAIN-CONTAINING FAMILY, MEMBER 3"
608793,"SPERM ANTIGEN WITH CALPONIN HOMOLOGY AND COILED-COIL DOMAINS 1"
243450,"ISOVALERIC ACID, INABILITY TO SMELL"
168550,"PARIETAL FORAMINA WITH CLEIDOCRANIAL DYSPLASIA"
151740,"ANNEXIN A2"
237300,"CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO"
179490,"RAS-ASSOCIATED PROTEIN RAB3A"
165120,"V-YES-1 YAMAGUCHI SARCOMA VIRAL RELATED ONCOGENE HOMOLOG"
606428,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A3"
606429,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A4"
606424,"EGL9, C. ELEGANS, HOMOLOG OF, 2"
606425,"EGL9, C. ELEGANS, HOMOLOG OF, 1"
606426,"EGL9, C. ELEGANS, HOMOLOG OF, 3"
606427,"ZINC FINGER PROTEIN 320"
606420,"ENGULFMENT AND CELL MOTILITY GENE 1"
606421,"ENGULFMENT AND CELL MOTILITY GENE 2"
606422,"ENGULFMENT AND CELL MOTILITY GENE 3"
606423,"DISRUPTED IN RENAL CARCINOMA 1"
302940,"CHONDRODYSPLASIA PUNCTATA 1, X-LINKED RECESSIVE"
616708,"DESANTO-SHINAWI SYNDROME"
126350,"DEOXYRIBONUCLEASE II, LYSOSOMAL"
217150,"CONTRACTURES, CONGENITAL, TORTICOLLIS, AND MALIGNANT HYPERTHERMIA"
114080,"CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE IV"
110500,"BLOOD GROUP--DIEGO SYSTEM"
616706,"POLY(ADP-RIBOSE) POLYMERASE FAMILY, MEMBER 11"
616707,"DEAFNESS, AUTOSOMAL DOMINANT 68"
616700,"COMM DOMAIN-CONTAINING PROTEIN 3"
114085,"S100 CALCIUM-BINDING PROTEIN A10"
616702,"ZINC FINGER PROTEIN 589"
616703,"COMM DOMAIN-CONTAINING PROTEIN 7"
612418,"TRANSMEMBRANE PROTEIN 70"
612419,"CARTILAGE INTERMEDIATE LAYER PROTEIN 2"
169200,"PECHET FACTOR DEFICIENCY"
612414,"LEUCINE-RICH TRANSMEMBRANE O-METHYLTRANSFERASE"
612415,"RAS-ASSOCIATED PROTEIN 24"
612416,"FACTOR XI DEFICIENCY"
612417,"NARCOLEPSY 4, SUSCEPTIBILITY TO"
612410,"PSORIASIS 10, SUSCEPTIBILITY TO"
612411,"FAT TUMOR SUPPRESSOR, DROSOPHILA, HOMOLOG OF, 4"
612412,"SPERMATOGENESIS AND CENTRIOLE-ASSOCIATED PROTEIN 1-LIKE"
612413,"RNA-BINDING MOTIF PROTEIN 7"
609784,"UPSTREAM BINDING PROTEIN 1"
253290,"MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE"
107900,"ARMS, MALFORMATION OF"
600427,"E2F TRANSCRIPTION FACTOR 3"
166780,"OTOFACIOCERVICAL SYNDROME 1"
142930,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DN ALPHA"
617079,"LONG INTERGENIC NONCODING RNA 673"
617078,"DEATH EFFECTOR DOMAIN-CONTAINING PROTEIN 2"
617075,"NASOPHARYNGEAL CARCINOMA, SUSCEPTIBILITY TO, 3"
617074,"SMITH-MAGENIS SYNDROME CHROMOSOME REGION, CANDIDATE GENE 8"
617077,"ZINC FINGER PROTEIN 618"
617076,"FK506-BINDING PROTEIN-LIKE"
617071,"LONG NONCODING RNA 13"
617070,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4"
617073,"TOOTH AGENESIS, SELECTIVE, 8"
617072,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Y"
186890,"TEAR PROTEIN, ANODAL"
600963,"SINE OCULIS HOMEOBOX, DROSOPHILA, HOMOLOG OF, 5"
600962,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC"
600961,"PEROXISOME BIOGENESIS FACTOR 6"
600960,"SET TRANSLOCATION, MYELOID LEUKEMIA-ASSOCIATED"
600967,"E2F TRANSCRIPTION FACTOR 5"
600966,"LETHAL GIANT LARVAE, DROSOPHILA, HOMOLOG OF, 1"
600965,"DEAFNESS, AUTOSOMAL DOMINANT 6"
600964,"REFSUM DISEASE, CLASSIC"
308950,"LESCH-NYHAN PHENOTYPE WITH NORMAL HGPRT"
600969,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 3"
600968,"SOLUTE CARRIER FAMILY 12 (SODIUM/CHLORIDE TRANSPORTER), MEMBER 3"
605308,"ZINC FINGER PROTEIN 346"
605309,"MACROCEPHALY/AUTISM SYNDROME"
605304,"NEUROGLOBIN"
605305,"KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR, TWO DOMAINS, LONG CYTOPLASMIC TAIL, 5A"
605306,"C-TYPE LECTIN DOMAIN FAMILY 4, MEMBER A"
605307,"ADRENOMEDULLIN RECEPTOR"
605300,"SH2B ADAPTOR PROTEIN 2"
605301,"TRANSFORMING, ACIDIC, COILED-COIL-CONTAINING PROTEIN 1"
605302,"TRANSFORMING, ACIDIC, COILED-COIL-CONTAINING PROTEIN 2"
605303,"TRANSFORMING, ACIDIC, COILED-COIL-CONTAINING PROTEIN 3"
167780,"PANCREATIC POLYPEPTIDE/PANCREATIC ICOSAPEPTIDE"
222730,"DICARBOXYLIC AMINOACIDURIA"
232210,"GLYCOGEN STORAGE DISEASE Ia"
104760,"AMYLOID BETA A4 PRECURSOR PROTEIN"
614034,"HEME OXYGENASE 1 DEFICIENCY"
614035,"DEAFNESS, AUTOSOMAL RECESSIVE 29"
614036,"ALPHA-2-MACROGLOBULIN DEFICIENCY"
309605,"WIEACKER-WOLFF SYNDROME"
614030,"SPEEDY/RINGO CELL CYCLE REGULATOR FAMILY, MEMBER C"
614031,"RAN-BINDING PROTEIN 10"
309600,"ALLAN-HERNDON-DUDLEY SYNDROME"
614033,"HYDROXYACYL GLUTATHIONE HYDROLASE DEFICIENCY"
614038,"LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA"
614039,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 1"
616883,"SIGNAL RECOGNITION PARTICLE RECEPTOR, BETA SUBUNIT"
616882,"ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3"
616881,"LEUKODYSTROPHY, HYPOMYELINATING, 13"
616880,"TBC1 DOMAIN FAMILY, MEMBER 22B"
616887,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 52"
616886,"GSE1 COILED-COIL PROTEIN"
616885,"CALCIUM-REGULATED HEAT-STABLE PROTEIN 1"
616884,"UNC79, C. ELEGANS, HOMOLOG OF"
616889,"CENTROSOMAL PROTEIN, 68-KD"
616888,"TRANSMEMBRANE PROTEIN 8B"
112010,"BLOOD GROUP--WALDNER TYPE"
605878,"ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 7A"
605879,"POTASSIUM CHANNEL, CALCIUM-ACTIVATED, INTERMEDIATE/SMALL CONDUCTANCE, SUBFAMILY N, MEMBER 2"
605872,"C-TYPE LECTIN DOMAIN FAMILY 4, MEMBER M"
605873,"POTASSIUM CHANNEL, SUBFAMILY K, MEMBER 10"
605870,"ATPase, CLASS I, TYPE 8A, MEMBER 2"
605871,"TRANSCOBALAMIN I DEFICIENCY"
605876,"Fc RECEPTOR-LIKE PROTEIN 4"
605877,"Fc RECEPTOR-LIKE PROTEIN 5"
605874,"POTASSIUM CHANNEL, SUBFAMILY K, MEMBER 9"
605875,"WASP PROTEIN FAMILY, MEMBER 2"
610122,"5-HYDROXYTRYPTAMINE RECEPTOR 3D"
194532,"ZINC FINGER PROTEIN 8"
194533,"ZINC FINGER PROTEIN 35"
194534,"ZINC FINGER PROTEIN 24"
194535,"ZINC FINGER PROTEIN 29"
194536,"ZINC FINGER PROTEIN 12"
194537,"ZINC FINGER PROTEIN 26"
194538,"ZINC FINGER PROTEIN 10"
194539,"ZINC FINGER PROTEIN 32"
601379,"HUNTER-MCALPINE CRANIOSYNOSTOSIS SYNDROME"
601378,"COLD-INDUCED SWEATING SYNDROME 1"
601371,"CATARACT, AGE-RELATED NUCLEAR"
601370,"HOLOPROSENCEPHALY, SEMILOBAR, WITH CRANIOSYNOSTOSIS"
601373,"CHEMOKINE, CC MOTIF, RECEPTOR 5"
601372,"CHOREA, REMITTING, WITH NYSTAGMUS AND CATARACT"
601375,"ECTODERMAL DYSPLASIA, HIDROTIC, CHRISTIANSON-FOURIE TYPE"
601374,"APROSENCEPHALY AND CEREBELLAR DYSGENESIS"
601377,"TEMTAMY SYNDROME"
601376,"CHONDRODYSPLASIA, LETHAL, WITH LONG BONE ANGULATION AND MIXED BONE DENSITY"
617174,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2"
264050,"PRENATAL BOWING"
610783,"MICRO RNA 29B1"
610125,"MICROPHTHALMIA, SYNDROMIC 5"
617176,"MICRO RNA 4271"
617177,"MYOSIN LIGHT CHAIN 10"
610786,"SRC KINASE SIGNALING INHIBITOR 1"
609871,"TBC1 DOMAIN FAMILY, MEMBER 2"
617171,"DYSKINESIA, SEIZURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER"
615345,"MYOMAKER"
615344,"PULMONARY HYPERTENSION, PRIMARY, 4"
615347,"ATPase FAMILY, AAA DOMAIN-CONTAINING, MEMBER 2B"
615346,"PRECOCIOUS PUBERTY, CENTRAL, 2"
615341,"CYTOCHROME P450, FAMILY 4, SUBFAMILY A, POLYPEPTIDE 22"
610784,"MICRO RNA 29C"
615343,"PULMONARY HYPERTENSION, PRIMARY, 3"
615342,"PULMONARY HYPERTENSION, PRIMARY, 2"
617173,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA"
615349,"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2"
615348,"NEMALINE MYOPATHY 8"
142250,"HEMOGLOBIN, GAMMA G"
226735,"EPIDERMOLYSIS BULLOSA WITH DIAPHRAGMATIC HERNIA"
226730,"EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH PYLORIC ATRESIA"
173350,"PLASMINOGEN"
229700,"FRUCTOSE-1,6-BISPHOSPHATASE DEFICIENCY"
225280,"ECTODERMAL DYSPLASIA, ECTRODACTYLY, AND MACULAR DYSTROPHY SYNDROME"
137765,"WEILL-MARCHESANI SYNDROME 2"
137763,"GLAUCOMA AND SLEEP APNEA"
137760,"GLAUCOMA, PRIMARY OPEN ANGLE"
228250,"FEMUR, UNILATERAL BIFID, WITH MONODACTYLOUS ECTRODACTYLY"
271630,"BRACHYOLMIA TYPE 1, TOLEDO TYPE"
610838,"AUTISM, SUSCEPTIBILITY TO, 12"
610839,"OSTEOARTHRITIS SUSCEPTIBILITY 4"
607436,"POLY(A) POLYMERASE, BETA"
607437,"G PROTEIN-COUPLED RECEPTOR, FAMILY C, GROUP 5, MEMBER D"
607430,"DAZ-ASSOCIATED PROTEIN 1"
607431,"DAZ-ASSOCIATED PROTEIN 2"
600420,"POU DOMAIN, CLASS 3, TRANSCRIPTION FACTOR 4"
600421,"GLYCINE RECEPTOR, ALPHA-3 SUBUNIT"
610830,"POLYOSTEOLYSIS-HYPEROSTOSIS SYNDROME"
610831,"TBC1 DOMAIN FAMILY, MEMBER 10C"
610832,"FANCONI ANEMIA, COMPLEMENTATION GROUP N"
610833,"N-ACETYLTRANSFERASE 5"
610834,"N-ACETYLTRANSFERASE 13"
610835,"NMDA RECEPTOR-REGULATED 2"
610836,"AUTISM, SUSCEPTIBILITY TO, 11"
617825,"GLUCOCORTICOID DEFICIENCY 5"
606745,"PARTITIONING-DEFECTIVE PROTEIN 3, C. ELEGANS, HOMOLOG OF"
606744,"SECKEL SYNDROME 2"
606747,"VASCULAR ENDOTHELIAL ZINC FINGER 1"
606746,"CHROMOSOME 19 OPEN READING FRAME 10"
606741,"ZINC FINGER PROTEIN 181"
606740,"ZINC FINGER PROTEIN 180"
606743,"TOLLOID-LIKE 2"
249310,"MEGALOCORNEA-MENTAL RETARDATION SYNDROME"
606749,"TUBULOINTERSTITIAL NEPHRITIS ANTIGEN"
606748,"COACTOSIN-LIKE PROTEIN 1"
100690,"CHOLINERGIC RECEPTOR, NICOTINIC, ALPHA POLYPEPTIDE 1"
108320,"ARTICHOKE, MODIFICATION OF TASTE BY"
276000,"PROTEASE, SERINE, 1"
234300,"HALO NEVI"
170715,"PERIPHERAL MYELIN PROTEIN 2"
170710,"PERIPHERIN"
608783,"SET AND MYND DOMAIN-CONTAINING PROTEIN 3"
172400,"GLUCOSE-6-PHOSPHATE ISOMERASE"
172405,"PHOSPHOLAMBAN"
605735,"BLEEDING DISORDER, PLATELET-TYPE, 12"
103920,"ALLERGIC BRONCHOPULMONARY ASPERGILLOSIS, FAMILIAL"
124080,"CYTOCHROME P450, SUBFAMILY XIB, POLYPEPTIDE 2"
177150,"PSEUDOACHONDROPLASIA"
124089,"CYTOCHROME c OXIDASE, SUBUNIT 6B1"
616065,"PILR-ALPHA-ASSOCIATED NEURAL PROTEIN"
616064,"TUBULOINTERSTITIAL NEPHRITIS ANTIGEN-LIKE PROTEIN 1"
616067,"46,XY SEX REVERSAL 9"
616066,"SPERMATOGENESIS- AND OOGENESIS-SPECIFIC BASIC HELIX-LOOP-HELIX PROTEIN 2"
616061,"MAX DIMERIZATION PROTEIN MGA"
616060,"BLOOD GROUP, DOMBROCK SYSTEM"
616063,"POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE"
616062,"ANKYRIN REPEAT- AND LEM DOMAIN-CONTAINING PROTEIN 2"
616069,"INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 2"
616068,"HOXA CLUSTER ANTISENSE RNA 2"
314310,"TRANSCRIPTION FACTOR FOR IMMUNOGLOBULIN HEAVY-CHAIN ENHANCER 3"
611873,"FAMILY WITH SEQUENCE SIMILARITY 82, MEMBER A2"
611872,"FAMILY WITH SEQUENCE SIMILARITY 82, MEMBER A1"
611871,"FAMILY WITH SEQUENCE SIMILARITY 82, MEMBER B"
611870,"CENTLEIN"
611877,"BAI1-ASSOCIATED PROTEIN 2-LIKE 1"
611876,"BRUGADA SYNDROME 4"
611875,"BRUGADA SYNDROME 3"
611874,"NEURON-DERIVED NEUROTROPHIC FACTOR"
611879,"CARDIOMYOPATHY, DILATED, 1Z"
611878,"CARDIOMYOPATHY, DILATED, 1Y"
489500,"XG REGULATOR"
277350,"HYPERCAROTENEMIA AND VITAMIN A DEFICIENCY, AUTOSOMAL RECESSIVE"
613589,"LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6"
613588,"C-TYPE LECTIN DOMAIN FAMILY 3, MEMBER A"
613585,"TRANSMEMBRANE PROTEIN 147"
613584,"ALDEHYDE DEHYDROGENASE 1 FAMILY, MEMBER L2"
613587,"OCCULT MACULAR DYSTROPHY"
613586,"NIN1/RPN12-BINDING PROTEIN 1, S. CEREVISIAE, HOMOLOG OF"
613581,"RETINITIS PIGMENTOSA 56"
613580,"WD REPEAT-CONTAINING PLANAR CELL POLARITY EFFECTOR"
613583,"WD REPEAT-CONTAINING PROTEIN 62"
613582,"RETINITIS PIGMENTOSA 57"
602114,"NEPHROPATHY, PROGRESSIVE TUBULOINTERSTITIAL, WITH CHOLESTATIC LIVER DISEASE"
602115,"FIBROBLAST GROWTH FACTOR 10"
602116,"YEATS DOMAIN-CONTAINING PROTEIN 4"
602117,"NECDIN"
602110,"SOLUTE CARRIER FAMILY 29 (NUCLEOSIDE TRANSPORTER), MEMBER 2"
602111,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MISSOURI TYPE"
602112,"METALLOPHOSPHOESTERASE DOMAIN-CONTAINING PROTEIN 1"
602113,"LYSINE-SPECIFIC METHYLTRANSFERASE 2D"
602118,"CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 1"
602119,"CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 2"
205200,"AMYOTROPHIC LATERAL SCLEROSIS, JUVENILE, WITH DEMENTIA"
610580,"ONCOGENE PIM3"
610581,"COATOMER PROTEIN COMPLEX, SUBUNIT GAMMA-2, INTRONIC TRANSCRIPT 1"
236270,"HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblE COMPLEMENTATION TYPE"
610583,"ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 6"
610584,"TRIPARTITE MOTIF-CONTAINING PROTEIN 67"
610585,"RHO GTPase-ACTIVATING PROTEIN 22"
182210,"SHPRINTZEN OMPHALOCELE SYNDROME"
610587,"RHO GTPase-ACTIVATING PROTEIN 25"
610588,"DENDRIN"
610589,"RHO GTPase-ACTIVATING PROTEIN 11A"
176400,"PRECOCIOUS PUBERTY, CENTRAL, 1"
176401,"PREGNANCY-SPECIFIC BETA-1-GLYCOPROTEIN 11"
173430,"PLATELET-DERIVED GROWTH FACTOR, ALPHA POLYPEPTIDE"
122900,"CRANIOFACIAL DYSOSTOSIS WITH DIAPHYSEAL HYPERPLASIA"
610058,"TUBULIN-SPECIFIC CHAPERONE A"
610059,"MITOCHONDRIAL RIBOSOMAL PROTEIN L33"
610052,"VACUOLAR PROTEIN SORTING 24, YEAST, HOMOLOG OF"
610053,"TUBULIN-GAMMA COMPLEX-ASSOCIATED PROTEIN 6"
610050,"TRANSMEMBRANE PROTEIN, SERINE 13"
610051,"CHMP FAMILY, MEMBER 4A"
610056,"SPERM-ASSOCIATED ANTIGEN 7"
